"module","domain","method","kind","sourceFile","line","status","priority","notes"
"MAMENU","","oprprocessretxxxx","FUNCTION","mamenu.prg","1299","todo","",""
"MAMENU","","estprocessret","FUNCTION","mamenu.prg","1849","todo","",""
"MAMENU","","paysalesmanwc","FUNCTION","mamenu.prg","2168","todo","",""
"MAMENU","","payworkerwc","FUNCTION","mamenu.prg","2229","todo","",""
"MAMENU","","searchwc","FUNCTION","mamenu.prg","2299","todo","",""
"MAMENU","","searchret","FUNCTION","mamenu.prg","2331","todo","",""
"MAMENU","","searchdupemail","FUNCTION","mamenu.prg","2979","todo","",""
"MAMENU","","historylist","FUNCTION","mamenu.prg","3043","todo","",""
"MAMENU","","rethistory","FUNCTION","mamenu.prg","3098","todo","",""
"MAMENU","","esignremove","FUNCTION","mamenu.prg","3186","todo","",""
"MAMENU","","gotnewwc","FUNCTION","mamenu.prg","3226","todo","",""
"MAMENU","","AssignNewList","FUNCTION","mamenu.prg","3498","todo","",""
"MAMENU","","AssignNewMenu","FUNCTION","mamenu.prg","3591","todo","",""
"MAMENU","","AssignNewListLD","FUNCTION","mamenu.prg","3614","todo","",""
"MAMENU","","repassign","FUNCTION","mamenu.prg","3908","todo","",""
"MAMENU","","SearchTrip","FUNCTION","mamenu.prg","4084","todo","",""
"MAOPR","","HelloWorld","FUNCTION","maopr.prg","55","todo","",""
"MAOPR","","Dailyopr","FUNCTION","maopr.prg","74","todo","",""
"MAOPR","","CustCald","FUNCTION","maopr.prg","103","todo","",""
"MAOPR","","OperationDay","FUNCTION","maopr.prg","675","todo","",""
"MAOPR","","ClaimsWc","FUNCTION","maopr.prg","995","todo","",""
"MAOPR","","claimsret","FUNCTION","maopr.prg","1114","todo","",""
"MAOPR","","OperationWc","FUNCTION","maopr.prg","1269","todo","",""
"MAOPR","","OperationSave","FUNCTION","maopr.prg","1522","todo","",""
"MAOPR","","OperationSaveNotes","FUNCTION","maopr.prg","1579","todo","",""
"MAOPR","","FUTUREOPRWC","FUNCTION","maopr.prg","1617","todo","",""
"MAOPR","","FUTUREOPRRET","FUNCTION","maopr.prg","1670","todo","",""
"MAOPR","","bldfuturetable","FUNCTION","maopr.prg","1902","todo","",""
"MAPROC","","Z_NEWCOOKIE","PROCEDURE","maproc.prg","2","todo","",""
"MAPROC","","Z_QA","PROCEDURE","maproc.prg","65","todo","",""
"MAPROC","","Z_FUALERT","PROCEDURE","maproc.prg","92","todo","",""
"MAPROC","","Z_BLKVISUAL","PROCEDURE","maproc.prg","120","todo","",""
"MAPROC","","Z_PRNEST","PROCEDURE","maproc.prg","142","todo","",""
"MAPROC","","Z_GOTLEAD","PROCEDURE","maproc.prg","207","todo","",""
"MAPROC","","Z_PAYSUM","PROCEDURE","maproc.prg","260","todo","",""
"MAPROC","","ZZ_CookieValid","PROCEDURE","maproc.prg","289","todo","",""
"MAPROC","","ZZ_COOKIEVARIABLES","PROCEDURE","maproc.prg","382","todo","",""
"MAPROC","","ZZ_COOKIEVALUES","PROCEDURE","maproc.prg","476","todo","",""
"MAPROC","","ZZ_MAIN_CUST","PROCEDURE","maproc.prg","529","todo","",""
"MAPROC","","ZZ_MAIN_VARS","PROCEDURE","maproc.prg","577","todo","",""
"MAPROC","","ZZ_MAIN_VALUE","PROCEDURE","maproc.prg","674","todo","",""
"MAPROC","","ZZ_CRG_VARS","PROCEDURE","maproc.prg","722","todo","",""
"MAPROC","","ZZ_CRG_VALUES","PROCEDURE","maproc.prg","822","todo","",""
"MAPROC","","TTOI","FUNCTION","maproc.prg","878","todo","",""
"MAPROC","","CTTOBIGINT","FUNCTION","maproc.prg","897","todo","",""
"MAPROC","","ZZ_CookieValidTTTTT","PROCEDURE","maproc.prg","919","todo","",""
"MAPROC","","ZZ_COOKIEVARIABLESTTTTT","PROCEDURE","maproc.prg","962","todo","",""
"MAPROC","","ZZ_COOKIEVALUESTTTTT","PROCEDURE","maproc.prg","1054","todo","",""
"MAPROC","","ZZ_JOBVALUE","PROCEDURE","maproc.prg","1101","todo","",""
"MAPROC","","ZZ_JOBVARS","PROCEDURE","maproc.prg","1157","todo","",""
"MAPROC","","ZZ_JOBVARS_VALUE","PROCEDURE","maproc.prg","1247","todo","",""
"MAPROC","","ZZ_ENCRIPTCUST","PROCEDURE","maproc.prg","1294","todo","",""
"MAPROC","","ZZ_UNENCRIPTCUST","PROCEDURE","maproc.prg","1315","todo","",""
"MAPROC","","xxxZZ_GET_COOKIEID","PROCEDURE","maproc.prg","1343","todo","",""
"MAPROC","","ZZ_DETECTBROWSER","PROCEDURE","maproc.prg","1370","todo","",""
"MAPROC","","ZZ_COOKIEFAILURE","PROCEDURE","maproc.prg","1419","todo","",""
"MAPROC","","ZZ_NAVCOUNT","PROCEDURE","maproc.prg","1437","todo","",""
"MAPROC","","ZZ_ESTLOG","PROCEDURE","maproc.prg","1542","todo","",""
"MAPROC","","XXXXZZ_BUILDINV","PROCEDURE","maproc.prg","1565","todo","",""
"MAPROC","","ZZ_BUILDINVB","PROCEDURE","maproc.prg","1636","todo","",""
"MAPROC","","ZZ_BLDMAT","PROCEDURE","maproc.prg","1689","todo","",""
"MAPROC","","ZZ_PRNEST","PROCEDURE","maproc.prg","1718","todo","",""
"MAPROC","","XXXXXXZZ_ADDPHONE","PROCEDURE","maproc.prg","1755","todo","",""
"MAPROC","","ZZ_GOTLEAD","PROCEDURE","maproc.prg","1797","todo","",""
"MAPROC","","ZZ_BUILDINV_UUUU","PROCEDURE","maproc.prg","1820","todo","",""
"MAPROC","","ZZ_ADDRESS","PROCEDURE","maproc.prg","1894","todo","",""
"MAPROC","","ZZ_ADDRESS_OPR","PROCEDURE","maproc.prg","1963","todo","",""
"MAPROC","","ZZ_NAVCOUNT","PROCEDURE","maproc.prg","2033","todo","",""
"MAPROC","","ZZ_BUILDINV","PROCEDURE","maproc.prg","2084","todo","",""
"MAPROC","","ZZ_BLKDAY","PROCEDURE","maproc.prg","2189","todo","",""
"MAPROC","","ZZ_DISTANCE","PROCEDURE","maproc.prg","2221","todo","",""
"MAPROC","","ZZ_CITYSTATE","PROCEDURE","maproc.prg","2296","todo","",""
"MAREP","","printselect","FUNCTION","marep.prg","55","todo","",""
"MAREP","","futureselect","FUNCTION","marep.prg","293","todo","",""
"MAREP","","followupwc","FUNCTION","marep.prg","400","todo","",""
"MAREP","","followupretXXXXX","FUNCTION","marep.prg","450","todo","",""
"MAREP","","FUPaging","FUNCTION","marep.prg","674","todo","",""
"MAREP","","followupret","FUNCTION","marep.prg","830","todo","",""
"MAREP","","UpdFuDate","FUNCTION","marep.prg","1090","todo","",""
"MAREP","","FUPagingMMMM","FUNCTION","marep.prg","1127","todo","",""
"MAREP","","orderpriorwc","FUNCTION","marep.prg","1373","todo","",""
"MAREP","","orderpriorret","FUNCTION","marep.prg","1469","todo","",""
"MAREP","","changepriorwc","FUNCTION","marep.prg","1525","todo","",""
"MAREP","","changepriorret","FUNCTION","marep.prg","1578","todo","",""
"MAREP","","REPMENUWC","FUNCTION","marep.prg","1643","todo","",""
"MAREP","","repmenuret","FUNCTION","marep.prg","1683","todo","",""
"MAREP","","salesmanret","FUNCTION","marep.prg","1794","todo","",""
"MAREP","","reppaylist","FUNCTION","marep.prg","3700","todo","",""
"MAREP","","mpwpaylist","FUNCTION","marep.prg","3755","todo","",""
"MAREP","","payrollret","FUNCTION","marep.prg","3806","todo","",""
"MAREP","","workerslist","FUNCTION","marep.prg","4135","todo","",""
"MAREP","","operationret","FUNCTION","marep.prg","4213","todo","",""
"MAREP","","payret","FUNCTION","marep.prg","4563","todo","",""
"MAREP","","claimsret","FUNCTION","marep.prg","4874","todo","",""
"MAREP","","ClaimsMpw","FUNCTION","marep.prg","5130","todo","",""
"MAREP","","refwc","FUNCTION","marep.prg","5224","todo","",""
"MAREP","","refret","FUNCTION","marep.prg","5285","todo","",""
"MAREP","","statesum","FUNCTION","marep.prg","5880","todo","",""
"MAREP","","adverlistwc","PROCEDURE","marep.prg","5975","todo","",""
"MAREP","","badleadslist","PROCEDURE","marep.prg","6195","todo","",""
"MAREP","","ziplistwc","PROCEDURE","marep.prg","6369","todo","",""
"MAREP","","estimatorret","FUNCTION","marep.prg","6492","todo","",""
"MAREP","","estimatoradvwc","PROCEDURE","marep.prg","7229","todo","",""
"MAREP","","matwc","FUNCTION","marep.prg","7299","todo","",""
"MAREP","","matret","FUNCTION","marep.prg","7350","todo","",""
"MAREP","","salesrepwc","FUNCTION","marep.prg","7485","todo","",""
"MAREP","","salesrepret","FUNCTION","marep.prg","7523","todo","",""
"MAREP","","updpayret","FUNCTION","marep.prg","8583","todo","",""
"MAREP","","autocommret","FUNCTION","marep.prg","8619","todo","",""
"MAREP","","salesprdwc","FUNCTION","marep.prg","8655","todo","",""
"MAREP","","salesprdlist","FUNCTION","marep.prg","9028","todo","",""
"MAREP","","workersdata","FUNCTION","marep.prg","9295","todo","",""
"MAREP","","userslist","FUNCTION","marep.prg","9365","todo","",""
"MAREP","","sentemails","FUNCTION","marep.prg","9420","todo","",""
"MAREP","","RecentAccess","FUNCTION","marep.prg","9490","todo","",""
"MAREP","","ipactivity","FUNCTION","marep.prg","9595","todo","",""
"MAREP","","PastFollowup","FUNCTION","marep.prg","9714","todo","",""
"MAREP","","booksummary","FUNCTION","marep.prg","9789","todo","",""
"MAREP","","reptaskswc","FUNCTION","marep.prg","9848","todo","",""
"MAUTIL","","HelloWorld","FUNCTION","mautil.prg","55","todo","",""
"MAUTIL","","zipwc","FUNCTION","mautil.prg","74","todo","",""
"MAUTIL","","zipwcxxxxxx","FUNCTION","mautil.prg","169","todo","",""
"MAUTIL","","REMOVEEMAIL","FUNCTION","mautil.prg","257","todo","",""
"MAUTIL","","CANCELREMOVAL","FUNCTION","mautil.prg","314","todo","",""
"MAUTIL","","mperror","FUNCTION","mautil.prg","357","todo","",""
"MAUTIL","","TIMETABLEWC","FUNCTION","mautil.prg","368","todo","",""
"MAUTIL","","TIMETABLEOPRWC","FUNCTION","mautil.prg","381","todo","",""
"MAUTIL","","COOKIEINFO","FUNCTION","mautil.prg","398","todo","",""
"MAUTIL","","personalwc","FUNCTION","mautil.prg","444","todo","",""
"MAUTIL","","personalwcxxxxxxx","FUNCTION","mautil.prg","737","todo","",""
"MAUTIL","","personalday","FUNCTION","mautil.prg","1076","todo","",""
"MAUTIL","","personaltaskwc","FUNCTION","mautil.prg","1194","todo","",""
"MAUTIL","","personaltaskRet","FUNCTION","mautil.prg","1241","todo","",""
"MAUTIL","","PersonalDayDel","FUNCTION","mautil.prg","1373","todo","",""
"MAUTIL","","LAGOONCRM","FUNCTION","mautil.prg","1436","todo","",""
"MAUTIL","","invocain","FUNCTION","mautil.prg","1502","todo","",""
"MAUTIL","","GMLEADS","FUNCTION","mautil.prg","1551","todo","",""
"MAUTIL","","IRELOLEADS","FUNCTION","mautil.prg","1616","todo","",""
"MAUTIL","","CONSAFFAIR","FUNCTION","mautil.prg","1682","todo","",""
"MAUTIL","","printlabel","FUNCTION","mautil.prg","1773","todo","",""
"MAUTIL","","TestOutgoingEmail","FUNCTION","mautil.prg","1810","todo","",""
"MAUTIL","","SYSUP","FUNCTION","mautil.prg","1842","todo","",""
"MAUTIL","","updatemiles","FUNCTION","mautil.prg","1898","todo","",""
"MAUTIL","","UpdateDistance","FUNCTION","mautil.prg","2004","todo","",""
"MAUTIL","","oprtest","FUNCTION","mautil.prg","2065","todo","",""
"MAUTIL","","postxmlauto","FUNCTION","mautil.prg","2108","todo","",""
"MAUTIL","","postxmlauto","FUNCTION","mautil.prg","2134","todo","",""
"MAUTIL","","test_sqlwc","FUNCTION","mautil.prg","2163","todo","",""
"MAUTIL","","test_sqlret","FUNCTION","mautil.prg","2190","todo","",""
"MAUTIL","","CompileMenu","FUNCTION","mautil.prg","2272","todo","",""
"MAUTIL","","CompileListWc","FUNCTION","mautil.prg","2286","todo","",""
"MAUTIL","","CompileListRet","FUNCTION","mautil.prg","2357","todo","",""
"MAUTIL","","CompileWC","FUNCTION","mautil.prg","2445","todo","",""
"MAUTIL","","CompileWCS","FUNCTION","mautil.prg","2476","todo","",""
"MAUTIL","","LogEmail_Del","FUNCTION","mautil.prg","2508","todo","",""
"MAUTIL","","LineHaulAmt","FUNCTION","mautil.prg","2559","todo","",""
"MAUTIL","","UPLOADDOCWC","FUNCTION","mautil.prg","2595","todo","",""
"MAUTIL","","UPLOADDOCRET","FUNCTION","mautil.prg","2634","todo","",""
"MAUTIL","","AutoRefresh","FUNCTION","mautil.prg","2691","todo","",""
"MAUTIL","","AutoRefreshDel","FUNCTION","mautil.prg","2777","todo","",""
"MAUTIL","","BRSOFT","FUNCTION","mautil.prg","2842","todo","",""
"MAUTIL","","test_NETWORK","FUNCTION","mautil.prg","2890","todo","",""
"MP","","Hellonet","FUNCTION","mp.prg","32","todo","",""
"MP","","NetLogonWc","FUNCTION","mp.prg","45","todo","",""
"MP","","NetLogOnRet","FUNCTION","mp.prg","210","todo","",""
"MP","","loginret","FUNCTION","mp.prg","440","todo","",""
"MP","","logout","FUNCTION","mp.prg","659","todo","",""
"MPADMIN","Admin","companyeditwc","FUNCTION","mpadmin.prg","33","todo","",""
"MPADMIN","Admin","InfoCompanyProc","FUNCTION","mpadmin.prg","131","todo","",""
"MPADMIN","Admin","companyeditret","FUNCTION","mpadmin.prg","248","todo","",""
"MPADMIN","Admin","initialopr","FUNCTION","mpadmin.prg","418","todo","",""
"MPADMIN","Admin","viewtrx","FUNCTION","mpadmin.prg","514","todo","",""
"MPADMIN","Admin","viewcotrnx","FUNCTION","mpadmin.prg","568","todo","",""
"MPADMIN","Admin","delordno","FUNCTION","mpadmin.prg","640","todo","",""
"MPADMIN","Admin","SQLerrLog","FUNCTION","mpadmin.prg","667","todo","",""
"MPADMIN","Admin","SQLerrLogRet","FUNCTION","mpadmin.prg","747","todo","",""
"MPADMIN","Admin","viewcookie","FUNCTION","mpadmin.prg","817","todo","",""
"MPADMIN","Admin","NetLogOnLog","FUNCTION","mpadmin.prg","908","todo","",""
"MPADMIN","Admin","quitmain","FUNCTION","mpadmin.prg","957","todo","",""
"MPAUTO","Auto transport","HelloWorld","FUNCTION","mpauto.prg","55","todo","",""
"MPAUTO","Auto transport","AutoZoneWc","FUNCTION","mpauto.prg","74","todo","",""
"MPAUTO","Auto transport","AutoZoneMenuWc","FUNCTION","mpauto.prg","110","todo","",""
"MPAUTO","Auto transport","AutoZonePrcEditWc","FUNCTION","mpauto.prg","142","todo","",""
"MPAUTO","Auto transport","AutoZonePrcEditret","FUNCTION","mpauto.prg","200","todo","",""
"MPAUTO","Auto transport","AutoZoneEditWc","FUNCTION","mpauto.prg","261","todo","",""
"MPAUTO","Auto transport","AutoZoneEditRet","FUNCTION","mpauto.prg","354","todo","",""
"MPAUTO","Auto transport","DeleteAutoZone","FUNCTION","mpauto.prg","459","todo","",""
"MPAUTO","Auto transport","AUTOMODELXML","FUNCTION","mpauto.prg","504","todo","",""
"MPAUTO","Auto transport","UpdTariff","FUNCTION","mpauto.prg","534","todo","",""
"MPAUTO","Auto transport","AutoZoneRate","FUNCTION","mpauto.prg","595","todo","",""
"MPAUTO","Auto transport","AutoLeadsPrcWc","FUNCTION","mpauto.prg","638","todo","",""
"MPAUTO","Auto transport","AutoLeadsPrcRet","FUNCTION","mpauto.prg","687","todo","",""
"MPAUTO","Auto transport","pricesuggest","FUNCTION","mpauto.prg","754","todo","",""
"MPINV","Inventory","invautowc","FUNCTION","mpinv.prg","55","todo","",""
"MPINV","Inventory","invautoret","FUNCTION","mpinv.prg","138","todo","",""
"MPINV","Inventory","invwc","FUNCTION","mpinv.prg","263","todo","",""
"MPINV","Inventory","investret","FUNCTION","mpinv.prg","432","todo","",""
"MPINV","Inventory","clearall","FUNCTION","mpinv.prg","759","todo","",""
"MPINV","Inventory","invxmlwc","FUNCTION","mpinv.prg","791","todo","",""
"MPINV","Inventory","INVXML","FUNCTION","mpinv.prg","927","todo","",""
"MPINV","Inventory","INVXMLRET","FUNCTION","mpinv.prg","1040","todo","",""
"MPINV","Inventory","INVXMLROOMSRET","FUNCTION","mpinv.prg","1244","todo","",""
"MPINV","Inventory","INVROOMSWC","FUNCTION","mpinv.prg","1463","todo","",""
"MPINV","Inventory","INVROOMSRET","FUNCTION","mpinv.prg","1512","todo","",""
"MPINV","Inventory","matwc","FUNCTION","mpinv.prg","1596","todo","",""
"MPINV","Inventory","matret","FUNCTION","mpinv.prg","1640","todo","",""
"MPINV","Inventory","matret_WG","FUNCTION","mpinv.prg","1827","todo","",""
"MPLEADS","Leads","LeadsDistIn","FUNCTION","mpleads.prg","33","todo","",""
"MPLEADS","Leads","ExportLeaddist","FUNCTION","mpleads.prg","61","todo","",""
"MPLEADS","Leads","ExportLeaddistRet","FUNCTION","mpleads.prg","423","todo","",""
"MPLEADS","Leads","ExportLeaddistInv","FUNCTION","mpleads.prg","683","todo","",""
"MPLEADS","Leads","AGILITYOUT","FUNCTION","mpleads.prg","826","todo","",""
"MPLEADS","Leads","LOGISTICOUT","FUNCTION","mpleads.prg","854","todo","",""
"MPLEADS","Leads","BRIGHTSIDEOUT","FUNCTION","mpleads.prg","880","todo","",""
"MPLEADS","Leads","DCZLOGISTOUT","FUNCTION","mpleads.prg","906","todo","",""
"MPLEADS","Leads","VANGUAMOSOUT","FUNCTION","mpleads.prg","931","todo","",""
"MPLEADS","Leads","PARAMOUNTOUT","FUNCTION","mpleads.prg","967","todo","",""
"MPLEADS","Leads","ESHIPAUTOOUT","FUNCTION","mpleads.prg","996","todo","",""
"MPLEADS","Leads","BRONZESTROUT","FUNCTION","mpleads.prg","1045","todo","",""
"MPLEADS","Leads","EAGLEMOGOUT","FUNCTION","mpleads.prg","1074","todo","",""
"MPLEADS","Leads","IDEALMOVOUT","FUNCTION","mpleads.prg","1125","todo","",""
"MPLEADS","Leads","SMUVAIOUT","FUNCTION","mpleads.prg","1171","todo","",""
"MPREP","Reports","printselect","FUNCTION","mprep.prg","32","todo","",""
"MPREP","Reports","futureselect","FUNCTION","mprep.prg","253","todo","",""
"MPREP","Reports","followupwc","FUNCTION","mprep.prg","339","todo","",""
"MPREP","Reports","followupret","FUNCTION","mprep.prg","391","todo","",""
"MPREP","Reports","UpdFuDate","FUNCTION","mprep.prg","655","todo","",""
"MPREP","Reports","orderpriorwc","FUNCTION","mprep.prg","692","todo","",""
"MPREP","Reports","orderpriorret","FUNCTION","mprep.prg","789","todo","",""
"MPREP","Reports","changepriorwc","FUNCTION","mprep.prg","845","todo","",""
"MPREP","Reports","changepriorret","FUNCTION","mprep.prg","898","todo","",""
"MPREP","Reports","priorpool","FUNCTION","mprep.prg","960","todo","",""
"MPREP","Reports","REPMENUWC","FUNCTION","mprep.prg","1033","todo","",""
"MPREP","Reports","repmenuret","FUNCTION","mprep.prg","1069","todo","",""
"MPREP","Reports","salesmanret","FUNCTION","mprep.prg","1169","todo","",""
"MPREP","Reports","reppaylist","FUNCTION","mprep.prg","2913","todo","",""
"MPREP","Reports","mpwpaylist","FUNCTION","mprep.prg","2968","todo","",""
"MPREP","Reports","payrollret","FUNCTION","mprep.prg","3019","todo","",""
"MPREP","Reports","workerslist","FUNCTION","mprep.prg","3365","todo","",""
"MPREP","Reports","operationret","FUNCTION","mprep.prg","3441","todo","",""
"MPREP","Reports","payret","FUNCTION","mprep.prg","3804","todo","",""
"MPREP","Reports","claimsret","FUNCTION","mprep.prg","4101","todo","",""
"MPREP","Reports","ClaimsMpw","FUNCTION","mprep.prg","4357","todo","",""
"MPREP","Reports","refwc","FUNCTION","mprep.prg","4445","todo","",""
"MPREP","Reports","refret","FUNCTION","mprep.prg","4506","todo","",""
"MPREP","Reports","statesum","FUNCTION","mprep.prg","5353","todo","",""
"MPREP","Reports","adverlistwc","PROCEDURE","mprep.prg","5445","todo","",""
"MPREP","Reports","badleadslist","PROCEDURE","mprep.prg","5706","todo","",""
"MPREP","Reports","ziplistwc","PROCEDURE","mprep.prg","5882","todo","",""
"MPREP","Reports","estimatorret","FUNCTION","mprep.prg","5991","todo","",""
"MPREP","Reports","estimatoradv","PROCEDURE","mprep.prg","6762","todo","",""
"MPREP","Reports","matwc","FUNCTION","mprep.prg","6870","todo","",""
"MPREP","Reports","matret","FUNCTION","mprep.prg","6921","todo","",""
"MPREP","Reports","salesrepwc","FUNCTION","mprep.prg","7081","todo","",""
"MPREP","Reports","salesrepret","FUNCTION","mprep.prg","7119","todo","",""
"MPREP","Reports","updpayret","FUNCTION","mprep.prg","8186","todo","",""
"MPREP","Reports","autocommret","FUNCTION","mprep.prg","8222","todo","",""
"MPREP","Reports","salesprdwc","FUNCTION","mprep.prg","8258","todo","",""
"MPREP","Reports","salesprdlist","FUNCTION","mprep.prg","8629","todo","",""
"MPREP","Reports","workersdata","FUNCTION","mprep.prg","8786","todo","",""
"MPREP","Reports","sentemails","FUNCTION","mprep.prg","8856","todo","",""
"MPREP","Reports","RecentAccess","FUNCTION","mprep.prg","8927","todo","",""
"MPREP","Reports","ipactivity","FUNCTION","mprep.prg","9031","todo","",""
"MPREP","Reports","booksummary","FUNCTION","mprep.prg","9115","todo","",""
"MPREP","Reports","reptaskswc","FUNCTION","mprep.prg","9174","todo","",""
"MPSCRIPTS","","invsumret","FUNCTION","mpscripts.prg","31","todo","",""
"MPSCRIPTS","","AssignNewWc","FUNCTION","mpscripts.prg","79","todo","",""
"MPSCRIPTS","","trdistret","FUNCTION","mpscripts.prg","236","todo","",""
"MPSCRIPTS","","AssignNewListRet","FUNCTION","mpscripts.prg","353","todo","",""
"MPSCRIPTS","","deleteret","FUNCTION","mpscripts.prg","472","todo","",""
"MPSYS","","SMTPTESTWC","FUNCTION","mpsys.prg","32","todo","",""
"MPSYS","","SMTPTESTRET","FUNCTION","mpsys.prg","52","todo","",""
"MPSYS","","CHECKCOOKIE","FUNCTION","mpsys.prg","221","todo","",""
"MPSYS","","removetariff","FUNCTION","mpsys.prg","235","todo","",""
"MPSYS","","DeleteRemid","FUNCTION","mpsys.prg","272","todo","",""
"MPSYS","","updemaildoc","FUNCTION","mpsys.prg","301","todo","",""
"MPSYS","","addloadboard","FUNCTION","mpsys.prg","354","todo","",""
"MPXML","XML / API","HelloWorld","FUNCTION","mpxml.prg","33","todo","",""
